"string_rna_class","centroid_x","centroid_y"
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+RIBO28S",3107,640.5
"+RIBO5S",2462,1555.5
"+RIBO5S",1366.64444444,2285.15555556
"+RIBO5S",911,357.8
"+RIBO5S",1485.09090909,3027.90909091
"+RIBO18S",2522.60869565,1594.34782609
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",887.5,2073
"+RIBO28S",1217.5,3008
"+RIBO28S",1860.2,3230.4
"+RIBO28S",1967.6875,1298.8125
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",2945,289.5
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",1274.5,437.5
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",1868.2,3020.2
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",2404,1727.5
"+RIBO28S",2808.8,2699.1
"+RIBO28S",3263,1275.5
"+NM",922,2098
"+NM",929.666666667,2088.66666667
"+NM",2098.5,3156.5
"+NM","1585,1734
"-NM",2769.5,885.5
"-NM",2460.75,138.75
"-NM",774.666666667,2522.66666667
"-NR",1084,868.5
"+NM",3,1
"+NM",1087.17391304,2928
"+NM",NM_002752.4,NM_139069.2"
"+RIBO5.8S",_5.8S_ribosomal_1_(RN5-8S1),_ribosomal_RNA
"+RIBO5.8S",_5.8S_ribosomal_1_(RN5-8S1),_ribosomal_RNA
"+RIBO5.8S",_5.8S_ribosomal_1_(RN5-8S1),_ribosomal_RNA
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO5.8S",NR_003285.2,5.8S_gi|142372596|ref|NR_003285.2|_Homo_sapiens_RNA
"+RIBO5.8S",NR_003285.2,5.8S_gi|142372596|ref|NR_003285.2|_Homo_sapiens_RNA
"+RIBO5.8S",_5.8S_ribosomal_1_(RN5-8S1),_ribosomal_RNA
"+RIBO5.8S",0,1.892153
"+NM",2,2
"+NR",2260.69230769,3095.11538462
"+RIBO16S",1.892153,2798.88888889
"+NM","2162,2162
"-NM",2,5
"+RIBO18S",1642.125,2332.625
"+NM",3000,2741.5
"-RIBO28S",2707.5,3048
"+NM",1805.5,196.5
"-NM",273.5,508.25
"+NR",328.294117647,542.529411765
"+NM",645.8,1785.8
"+NR",949,1420.5
"+NM",3017,2153
"-NM",1206,2741.8
"+NM",1262.75,530.25
"-NM",1615.75,2249.75
"+NM",1812,1007.85714286
"-NM",2264.5,3001
"+NM",1678.5,1387
"+RIBO18S",2489.4,3203.13333333
"+NM",1243.33333333,3099
"+RIBO18S",2553.5,2024.875
"-NM",2673,1679.5
"+RIBO18S",2751.375,874.625
"+RIBO18S",2734,1286.5
"-NM",2272,1875.5
"+RIBO18S",2892.61111111,1577.22222222
"+NM",2896.2,1841.4
"+RIBO28S",1915.33333333,3178.66666667
"+RIBO18S",3209.45,2463.4
"+RIBO18S",2759.71428571,823.428571429
"+RIBO18S",2428.70588235,3275.23529412
"+NM","1588,1582
"-NM",818.5,1037
"-NM",NM_002392.5,NM_001145337.2
"+NM",2628.66666667,2871.86666667
"-NM",13,1
"+NM",1098.12244898,680.081632653
"+NM","819,758
"-NM",1857,745.25
"-NM",613.5,1101
"+NR","1457,1077
"+NR",2150.5,3276
"-NM",3074.66666667,2741.33333333
"+NM",1429.33333333,2538.33333333
"+NR",2610.5,835.5
"-NR,NM_030666.3","1749
"-NM",3115,2700
"+NM",1450.5,1180
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",2350.72727273,1874.31818182
"+RIBO28S",1362.5,1538.75
"-RIBO18S",1722.92857143,1912.71428571
"+NM,2691",3
"+NM,2691",2
"+NR",2148,2906.5
"-NM",11,1
"+NM",NM_013983.2,NM_013982.2
"-RIBO28S",2762.16666667,2753.58333333
"+RIBO16S",1.670634,2666.5
"+RIBO28S",2278.94285714,2594.38571429
"+NM",NM_002837.4,NM_001109754.2"
"+RIBO28S",1176.72727273,1592
"+NR",SNORD3C,SNORD3A"
"+NM",1755,1626
"+NM",2206,3247.5
"+NM",1323.66666667,2863.5
"+RIBO28S",1409.83333333,660.25
"+NR",2009.5,1101.5
"-NM",1999,1816.5
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_046235.1"
"+RIBO28S",3104.04,1745.44
"+NR",1144,885.666666667
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_003287.2,NR_046235.1"
"+RIBO28S",NR_003287.2,NR_046235.1"
"+RIBO18S",2910.94736842,1183.28947368
"+RIBO18S",847.533333333,509.333333333
"+NM",1465.07142857,1923.57142857
"+NM",3243.63636364,2449.09090909
"-NM",2900.75,2195.5
"+NM",NM_001270691.1,NM_175840.2"
"-NM",2857.5,2526.5
"+NM",962.75,2336.5
"+NR",1288,358
"+NM",2,0
"+NM",3072.66666667,1403.66666667
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",1540.33333333,2562.66666667
"+NR",1552.8,604.2
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",NR_046235.1,NR_003287.2"
"+NM",637,1154.5
"-NM",2743.33333333,3272.66666667
"+RIBO28S",1731.1,2709.3
"+NM",+,+"
"-NM",3,2
"-NM",1299.5,2361
"+RIBO28S",1963.8,1976.8
"+NM",NM_005143.3,NM_020995.3"
"-NR,NR_037804.1","2221
"+NM",NM_001204367.1,NM_001204368.1"
"+NR","28,76"
"-NM",917,2146
"+NR",1189.93333333,892.966666667
"+NM",1694,2441.5
"+NM","NM_001258323.1,NM_006034.3
"+NM",2634.40909091,744.636363636
"-NM",4,1
"+NM,+","NM_005617.3
"+RIBO28S",2153.66666667,1981.22222222
"+NM",1100.33333333,1220.33333333
"+NM",2731.625,1475
"+NM",12,3
"+NM",1412,1490.5
"+NM",1548.5,860.5
"-NM",2,1
"+RIBO18S",3018.65,1023.3
"+NM",2428.5,1723
"+NR",522.5,1160.5
"+NR",805.5,2142
"+RIBO28S",2105,3279.5
"-NM",1426.5,1368.5
"-NM",2475,3179.5
"+NM","1831,3091
"-NM","23,23
"+NM",28,0
"+RIBO18S",306.722222222,581.722222222
"+NM",1306,59.5
"+NM",622,403.5
"+NM",2,4
"+NM",2,2
"+NM","NM_001169122.1,NM_001169123.1
"+NM",1562.33333333,1066.33333333
"+NM",3,4
"+RIBO18S",2742.43181818,1323.97727273
"-RIBO28S",1579.4,2765.2
"-RIBO28S",NR_046235.1,NR_003287.2"
"+NR",391.571428571,605.428571429
"+NM,NM_020775.4","38
"+NM",3133,2734.5
"-NM",1291,843.5
"-NM",312.5,1309.5
"+NM",3247.2,2307.4
"+NM","80,80
"+NM",2729.5,1840
"-NM",3101,2555.83333333
"+NM","2309,2090
"+RIBO18S",2242.91666667,895.75
"+RIBO18S",1262.25,2595.75
"+RIBO18S",2655.47058824,1681
"-NM",2,2
"+NM",2710.46666667,2636.68333333
"-NR",1965.66666667,2730.66666667
"+RIBO28S",2056.66666667,1136.66666667
"-NM",2283.5,1513
"-NM",1293,2443.5
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",948.1,407.7
"+RIBO18S",1091.6,560
"+RIBO18S",1469.86666667,3087.46666667
"+RIBO18S",1622.33333333,2713.66666667
"+RIBO18S",1933.41304348,402.97826087
"+RIBO18S",1939,1508.5
"+RIBO18S",1961,1649.95652174
"+RIBO18S",2154.16,2866
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",2572.26315789,583.105263158
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",1754.5,554
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",3149,1020.25
"+RIBO18S",624.78125,1780.25
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",1513.5,1012
"+RIBO18S",2042.75,2838.5
"+RIBO18S",2325.41666667,1132.75
"-NM",1662.5,1364
"-NM",1507.5,3139
"-NM",NM_001143915.1,NM_001143914.1
"-NM",2,4
"+RIBO18S",1944.28571429,987.428571429
"-NM",665,507.5
"+NM",1665,2771.5
"+RIBO28S",1462.28571429,996.857142857
"-NM",2,0
"+RIBO28S",NR_003287.2,NR_046235.1"
"-NM",2940.5,2521.5
"-NM",1447,1028
"-NM",2117,2601.5
"+NM",2307.2,1983.6
"+NM",2293.77777778,451.166666667
"+NM",1157.5,1882
"+RIBO28S",608.021276596,647.404255319
"+NM,+","NM_001005207.2
"+RIBO28S",1126.5,3272.66666667
"+RIBO28S",NR_003287.2,NR_046235.1"
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+RIBO28S",3146.33333333,1209.95833333
"+RIBO28S",NR_003287.2,NR_046235.1"
"+RIBO28S",NR_003287.2,NR_046235.1"
"+RIBO28S",NR_003287.2,NR_046235.1"
"+RIBO28S",NR_003287.2,NR_046235.1"
"+RIBO28S",1749.44444444,278
"+NM","NM_079423.3,NM_021019.4
"-NM",354,955.5
"-NM",2164.875,1681.25
"+NM",826,525.5
"+RIBO28S",1561.66666667,430.743589744
"+RIBO28S",2747.28571429,1413.48051948
"+NM",3172.5,1715.5
"+RIBO18S",2831.25,3207.75
"+NM","6235,6259
"+NM",960.666666667,1447.66666667
"-NM",NM_133454.2,NM_001039948.2"
"+NM",2100.5,2191
"-NM",22,2
"+NM",1508,875
"-NR,55771,6029
"-NM",2754.5,685
"+RIBO28S",1964.40625,286.4375
"+RIBO18S",2286,675.5
"-NM",-,-
"+RIBO18S",1644.05882353,906.294117647
"-NM","7229,7250
"-NM","7229,7250
"-NM","7229,7250
"-NM",NM_001892.5,NM_001271741.1"
"+RIBO28S",1420.33333333,785.666666667
"+RIBO28S",1829.5,1288
"+RIBO28S",2227.47826087,1974.60869565
"-NM",1220.5,1235
"+RIBO28S",1202.4,1855.33333333
"+RIBO16S",1.711961,2148
"+RIBO18S",1424.5,3009
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2590.3125,3206.0625
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"-NM",1421,2560.5
"+NR,-,-
"-NM",2,2
"+RIBO18S",1878.66666667,628.333333333
"+RIBO18S",950.892857143,929.035714286
"+RIBO18S",924,1788.5
"-NM",2,0
"-NR","3210,3210"
"+RIBO28S",840,1570.85
"-NM",2444.5,445.5
"+NM",3132.5,666
"+NM",2,4
"+NM,+,+
"-NR,3606",2
"+NM",35,0
"+NM",497.5,636
"-NR,1442",4
"-NM",1727.5,1776
"-NM",2041,296.5
"+NR",2974.5,2710.5
"-NM",2,0
"+RIBO18S",318.7,1004.15
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",468.571428571,2049.78571429
"+RIBO18S",706.611111111,388.722222222
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",992.692307692,194.384615385
"+RIBO18S",1020.22222222,942.888888889
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",1154.63157895,211.157894737
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",1416.66666667,139.933333333
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",1525.3,2482.6
"+RIBO18S",1604.90909091,1640
"+RIBO18S",1723.63636364,2686.72727273
"+RIBO18S",1741.88,1082.8
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",1793.5,1912.25
"+RIBO18S",1818.43478261,1271.13043478
"+NR",1898.5,1201.5
"+RIBO18S",1970.55555556,1260.11111111
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2020.79166667,2526.16666667
"+RIBO18S",2086.95652174,1380.56521739
"+RIBO18S",2094.90909091,120.818181818
"+RIBO18S",2150.66666667,395.733333333
"+RIBO18S",2211,2066.875
"+RIBO18S",2213.1,1502.25
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2309.75,2852.25
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2408.60869565,312.043478261
"+RIBO18S",2543.95,2611.25
"+RIBO18S",2597,1767.125
"+RIBO18S",2749.38461538,801.461538462
"+RIBO18S",2886.92307692,2430.53846154
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",3022,2032.5
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",3173.20689655,1525.13793103
"+RIBO18S",3196.35294118,2555.11764706
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",1140.75,2534.25
"+RIBO18S",1745.16666667,2505.41666667
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",3171.41176471,2047.82352941
"+RIBO18S",632.230769231,565.307692308
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",1132.83333333,1463
"+RIBO18S",4635",3
"+RIBO18S",1197,962.666666667
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",1239.02631579,440.868421053
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",1495.53333333,1727.53333333
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",1948.5,2335.5
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",2081.30769231,151.153846154
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",2132.83333333,1507.5
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",2332,816.111111111
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",2569.30434783,567.608695652
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",2673.54545455,2648.09090909
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",2787.54545455,2831.54545455
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",2903.4,1558.4
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",3083.2,2003.6
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",445.307692308,775.615384615
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+NR",706.826086957,361.043478261
"+RIBO18S",752.538461538,2733.84615385
"+RIBO18S",757.533333333,1627.13333333
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",970.333333333,1135.94444444
"+RIBO18S",1021.33333333,1700.33333333
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",1063,2602.16666667
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",1913,3219.33333333
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",1216.03448276,777.655172414
"+RIBO18S",1898.23529412,2456.55882353
"+RIBO18S",1219.5,1918.5
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",1401.6,1741
"+RIBO18S",1436.1875,2409.1875
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",1559.6,1745.8
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",1670.63636364,1799.54545455
"+RIBO18S",1669.33333333,2950.44444444
"+RIBO18S",1822,296.25
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
